productid,productname,productimages,productdescription,productsku,productminmaxquantity,productpriceselling,productstatus,productinventory,productcategory,productpricecost,productpricecompare,producttax_percent,productlabels,producttags
"","British Gypsum Gyproc Thermaline Basic Insulated Wallboard Plasterboard Tapered Edge 2400mm x 1200mm x 30mm","https://dam-assets.apps.travisperkins.group/k4p0b/GPID_1000328868_IMG_00.jpeg","The Gyproc Thermaline plasterboard provides a basic level of thermal insulation and is ideal for areas that need a low-level thermal insulation upgrade. Factory bonded to an expanded polystyrene insulant with zero ODP (ozone depletion potential), the wallboards suit refurbishments and new builds, and providing durable, high-quality lining for walls, ceilings, and more.","9438672176","1,5",46.01,"ACTIVE",5,"Building Materials",40.01,"",20
"","British Gypsum Gyproc Fireline Plasterboard Tapered Edge 2400mm x 1200mm x 12.5mm (2.88m²/ Sheet)","https://dam-assets.apps.travisperkins.group/R6R1r/GPID_1000134715_IMG_00.jpeg","Gyproc Fireline Plasterboard is a fire resistant plasterboard that consists of an aerated gypsum core with glass fibre and other additives encased in, and firmly bonded to, strong paper liners that are pink. This product is suitable for Drylining, wall lining and ceiling systems where increased fire protection is essential. This tapered edged plasterboard is perfect protection for structural steel.","5290151630","1,376",17.24,"ACTIVE",376,"Building Materials",14.99,"",20
"","British Gypsum Gyproc Fireline Plasterboard Tapered Edge 2400mm x 1200mm x 15mm","https://dam-assets.apps.travisperkins.group/eNp05/GPID_1000134714_IMG_00.jpeg","Used in partition, wall lining and ceiling systems to give increased fire protection. Also used for protection to structural steel","3975800255","1,134",25.58,"ACTIVE",134,"Building Materials",22.24,"",20
"","British Gypsum Gyproc Fireline Plasterboard Square Edge 1800mm x 900mm x 12.5mm","https://dam-assets.apps.travisperkins.group/xkg9jrj/GPID_1000328860_IMG_00.jpeg","Gyproc Fireline Plasterboard is a fire resistant plasterboard that consists of an aerated gypsum core with glass fibre and other additives encased in, and firmly bonded to, strong paper liners that are pink. This product is suitable for Drylining, wall lining and ceiling systems where increased fire protection is essential. This Square edged plasterboard is perfect protection for structural steel.","7609809059","1,373",13.62,"ACTIVE",373,"Building Materials",11.84,"",20
"","British Gypsum Gyproc WallBoard Square Edge 2400mm x 1200mm x 12.5mm","https://dam-assets.apps.travisperkins.group/6Qj48/GPID_1000388413_IMG_00.jpg","A gypsum based board ideal for internal use for walls and ceilings.  Easy to cut, shape and fix, it can be plastered or decorated, Not suitable for moist or wet conditions. A tapered edge version is also available.","7685652022","1,453",12.24,"ACTIVE",453,"Building Materials",10.64,"",20
"","British Gypsum Gyproc WallBoard Tapered Edge 2400mm x 1200mm x 12.5mm","https://dam-assets.apps.travisperkins.group/AbxY3/GPID_1000388414_IMG_00.jpg","Gyproc WallBoard is a standard multi-use plasterboard. These plasterboards can be used for many applications and normally require skimming. When fixing this plasterboard sheet use drywall screws. Suitable for most applications where normal fire, structural and acoustic levels are specified. Suitable for direct decoration or Thistle plaster finish.The tapered edge make it ideal for dry lining applications. A square edge version is also available.","2161549000","1,325",12.24,"ACTIVE",325,"Building Materials",10.64,"",20
"","British Gypsum Gyproc WallBoard Square Edge 1800mm x 900mm x 12.5mm","https://dam-assets.apps.travisperkins.group/14qQ2/GPID_1000388410_IMG_00.jpg","A gypsum based board ideal for internal use for walls and ceilings. Easy to cut, shape and fix, it can be plastered ordirectly  decorated, Not suitable for moist or wet conditions. This product comes in a square edge finish. When fixing this plasterboard sheet use drywall screws.","3780065455","1,288",8.59,"ACTIVE",288,"Building Materials",7.47,"",20
"","British Gypsum Gyproc SoundBloc Tapered Edge 2400mm x 1200mm x 12.5mm","https://dam-assets.apps.travisperkins.group/MByeG/GPID_1000328861_IMG_00.jpeg","Gypsum plasterboard with a higher density noise insulating core and a blue paper face for easy recognition. The higher density core design of this board enables the wall, partition and ceiling systems to provide greater sound insulating performance levels over standard products by reducing the transmission of sound between rooms.","3079532026","1,319",18.09,"ACTIVE",319,"Building Materials",15.73,"",20
"","British Gypsum Gyproc Moisture Resistant Tapered Edge 2400mm x 1200mm x 12.5mm","https://dam-assets.apps.travisperkins.group/1z1rb/GPID_1000134727_IMG_00.jpeg","Gyproc Moisture Resistant plasterboard is specifically designed to tolerate moist and humid conditions. Its silicone additives along with its water repellent liners help achieve a product that is perfect for use in, Bathrooms and kitchens where levels of humidity are significantly higher. This impressive plasterboard absorbs less than 5% of water, provides great fire protection and acoustic insulation where needed. This product is ideal for semi exposed areas and is a must for any Bathroom or kitchen construction.","5429745478","1,226",23.68,"ACTIVE",226,"Building Materials",20.59,"",20
"","British Gypsum Gyproc SoundBloc Tapered Edge 2400mm x 1200mm x 15mm","https://dam-assets.apps.travisperkins.group/7nX5V/GPID_1000328864_IMG_00.jpg","Gypsum plasterboard with a higher density noise insulating core and a blue paper face for easy recognition. The higher density core design of this board enables the wall, partition and ceiling systems to provide greater sound insulating performance levels over standard products by reducing the transmission of sound between rooms.","4825882729","1,145",24.48,"ACTIVE",145,"Building Materials",21.29,"",20
"","British Gypsum Thistle MultiFinish Coat Plaster 25kg","https://dam-assets.apps.travisperkins.group/Ko9k9/GPID_1000000021_IMG_00.png","This Thistle bonding coat from British Gypsum is a multi-coat plaster ideal for smooth and low suction backgrounds, including medium density blocks, dense blocks, plasterboard, painted or tiled surfaces and more. The plaster comes with a finer mix giving great workability and making it easier to apply.","3100074345","1,753",10.52,"ACTIVE",753,"Building Materials",9.15,"",20
"","British Gypsum Gyproc General Purpose Drywall Plasterboard Adhesive 25kg","https://dam-assets.apps.travisperkins.group/v6w6813/GPID_1000000027_IMG_00.png","The Gyproc drywall adhesive is a high-quality general purpose adhesive providing increased strength and safety in wall and ceiling applications without leaving weak points. An ideal choice for fixing plasterboard and levelling uneven walls.","4487977008","1,59",14.01,"ACTIVE",59,"Building Materials",12.18,"",20
"","British Gypsum Thistle BondingCoat Plaster 25kg","https://dam-assets.apps.travisperkins.group/xp8j6y5/GPID_1000000019_IMG_00.png","The thistle bonding coat from British Gypsum is an undercoat plaster ideal for smooth and low suction backgrounds, including medium density blocks, dense blocks, plasterboard, painted or tiled surfaces and more. The plaster comes with a finer mix, giving great workability and making it easier to apply.","1493410949","1,154",14.79,"ACTIVE",154,"Building Materials",12.86,"",20
"","British Gypsum Thistle Hardwall Plaster 25Kg","https://dam-assets.apps.travisperkins.group/xw47g9k/GPID_1000000020_IMG_00.png","An undercoat plaster with high impact-resistance. Suitable for application by hand or mechanical plastering machine to most masonry backgrounds","4655861661","1,45",14.79,"ACTIVE",45,"Building Materials",12.86,"",20
"","Artex Gyproc EASI-FILL 20 10kg Bag","https://dam-assets.apps.travisperkins.group/oq4n0zk/GPID_1000328820_IMG_00.jpeg","Use for plasterboard taping and jointing, general purpose filling or as a cove adhesive","7432660203","1,27",34.33,"ACTIVE",27,"Building Materials",29.85,"",20
"","Rawlplug Frame Screw 7.5mm x 112mm Torx Head - Pack of 30","https://dam-assets.apps.travisperkins.group/oq4jlnk/GPID_1000769482_IMG_00.png","No additional plugs required, making the WHO screw a user-friendly and time-efficient fixing solution.","3223228260","1,10",10.25,"ACTIVE",10,"Building Materials",8.91,"",20
"","Rawlplug Frame Screw 7.5mm x 52mm Torx Head Pack of 30","https://dam-assets.apps.travisperkins.group/xp84pj5/GPID_1000177300_IMG_00.png","No additional plugs required, making the WHO screw a user-friendly and time-efficient fixing solution.","5433396424","1,14",6.69,"ACTIVE",14,"Building Materials",5.82,"",20
"","Rawlplug Frame Screw 7.5mm x 92mm Torx Head - Pack of 30","https://dam-assets.apps.travisperkins.group/v6wn463/GPID_1000769723_IMG_00.jpg","No additional plugs required, making the WHO screw a user-friendly and time-efficient fixing solution.","2961043975","1,15",9.58,"ACTIVE",15,"Building Materials",8.33,"",20
"","Rawlplug Frame Screw 7.5mm x 72mm Torx Head - Bag of 30","https://dam-assets.apps.travisperkins.group/KovX9/GPID_1000769382_IMG_00.png","No additional plugs required, making the WHO screw a user-friendly and time-efficient fixing solution.","2802782930","1,1",33.47,"ACTIVE",1,"Building Materials",29.1,"",20
"","Rawlplug Frame Screw 7.5mm x 152mm Torx Head - Bag of 20","https://dam-assets.apps.travisperkins.group/Mpaoy/GPID_1000769484_IMG_00.png","No additional plugs required, making the WHO screw a user-friendly and time-efficient fixing solution.","4903212163","1,2",62.22,"ACTIVE",2,"Building Materials",54.1,"",20
"","Plasterboard Joint / Scrim Tape 48mm x 90m","https://dam-assets.apps.travisperkins.group/xdme49k/GPID_1100775768_IMG_00.jpg","Buildgo Plasterboard joint tape is a self-adhesive fibreglass mesh, which is thin and light, but extremely strong and easy to use it greatly increases joint strength and durability for less cracking and requires no embedding coat which reduces drying time.","6400528902","1,40",4.45,"ACTIVE",40,"Building Materials",3.87,"",20
"","British Gypsum Gyproc Joint Tape 50mm x 150m","https://dam-assets.apps.travisperkins.group/jzRLB/GPID_1000388527_IMG_00.jpeg","Paper tape designed for reinforcing flat joints and internal angles. Can be applied manually or with the mechanical jointing systems. It has a centre crease, chamfered edges and spark perforations.","7281195211","1,18",18.85,"ACTIVE",18,"Building Materials",16.39,"",20
"","Thistle Protape Plasterer's Scrim Tape 50mm x 90m","https://dam-assets.apps.travisperkins.group/dR1VG/GPID_1000328935_IMG_00.jpg","Thistle Protape FT50 Plasterer's ScrimSelf-adhesive glass fibre mesh tape, for reinforcing flat joints in skim finishes to plasterboard","2794736963","1,11",13.20,"ACTIVE",11,"Building Materials",11.48,"",20
"","British Gypsum Gyproc Readymix Joint Cement 12L","https://dam-assets.apps.travisperkins.group/BJGPA/GPID_1000388529_IMG_00.jpeg","Gyproc Ready Mix Joint Cement is a ready mixed air-drying jointing material for all stages of plasterboard jointing","4098211961","1,4",72.53,"ACTIVE",4,"Building Materials",63.07,"",20
"","British Gypsum Gyproc Easi-Fill 60 Two Coat Joint Filler Compound 10kg","https://dam-assets.apps.travisperkins.group/Q61G5/GPID_1000000026_IMG_00.jpeg","The Gyproc Easi-Fill joint filler is easy to mix and apply, providing a consistently smooth finish. It creates a lightweight product that can be beneficial for those quick fix jobs.","5404107902","1,232",28.44,"ACTIVE",232,"Building Materials",24.73,"",20
"","British Gypsum Gyproc Joint Filler 12.5kg","https://dam-assets.apps.travisperkins.group/v1682lz/GPID_1000000025_IMG_00.png","Gyproc Joint filler is a setting material intended to be used with bulk and secondary filling of plasterboard joints. Intended for hand application and with a 90 minute working time, this joint filler is perfect for a quick finish job. Traditionally used in stages 1 and 2 in the jointing process.","8304829865","1,26",41.56,"ACTIVE",26,"Building Materials",36.14,"",20
"","Handi Access Panel 150 x 225mm","https://dam-assets.apps.travisperkins.group/xw4w7rk/GPID_1100629179_IMG_00.JPG","A general-purpose plastic access panel. Ideal for plasterboard and wood backgrounds, providing easy access to hidden services in residential as well as commercial projects.","4322337424","1,5",20.55,"ACTIVE",5,"Building Materials",17.87,"",20
"","Handi Access Panel 300 x 300mm","https://dam-assets.apps.travisperkins.group/xkg9j70/GPID_1100629178_IMG_00.JPG","A general-purpose plastic access panel. Ideal for plasterboard and wood backgrounds, providing easy access to hidden services in residential as well as commercial projects.","6378685276","1,13",27.12,"ACTIVE",13,"Building Materials",23.58,"",20
"","Sika Mix+ Mortar Plasticiser 5L","https://dam-assets.apps.travisperkins.group/vneq033/GPID_1000726583_IMG_00.jpg","A general purpose, liquid mortar plasticiser and improver for brick and blockwork mortars.","3948208601","1,6",6.36,"ACTIVE",6,"Building Materials",5.53,"",20
"","Sika 1 Integral Liquid Waterproofer 5L","https://dam-assets.apps.travisperkins.group/V031n/GPID_1000135385_IMG_00.jpg","Sika®-1 Waterproofer is an aqueous solution containing complex colloidal silicates. In the presence of water these swell and block the capillaries and pores in the applied sand/cement renders, screeds and mortar to provide an effective barrier against the transmission of liquid water. ","7395471508","1,9",79.25,"ACTIVE",9,"Building Materials",68.91,"",20
"","Sika Maxmix Concentrated Plasticiser 1L","https://dam-assets.apps.travisperkins.group/NmDB9/GPID_1000196969_IMG_00.jpg","Sika MaxMix Plasticiser is a liquid air entraining agent for brick laying mortars, renders, pointing and screeds. It can be used in all situations where improved workability is required.","2783110913","1,6",11.21,"ACTIVE",6,"Building Materials",9.75,"",20
"","Eazymix Extratime Plaster Retarder","https://dam-assets.apps.travisperkins.group/x21n629/GPID_1010001699_IMG_00.jpg","Extend the setting time of all types of finishing plaster by up to 60 minutes.","2294557064","1,38",2.96,"ACTIVE",38,"Building Materials",2.57,"",20
"","Sika Wintermix 5LTR","https://dam-assets.apps.travisperkins.group/xlm2rw8/GPID_1000726585_IMG_00.jpg","Sika Wintermix Admixture is an air entraining, chloride free, liquid admixture for mortar and concrete which also acts as an accelerator for work in sub - zero temperatures, with increased frost resistance during setting. Sika Wintermix improves workability, even in cold weather as well as freeze/thaw resistance in bricklaying mortars, thus eliminating the need for a separate frost proofer. Sika Wintermix can be used as an air entraining, water reducing, admixture and accelerator/frost proofer for brick and block laying mortar, render (internal and external) and concrete Sika Wintermix is also suitable for load bearing brickwork, block laying, external and internal rendering, pointing/repointing brickwork and floor screeds. Due to the embedded metal, Sika Wintermix is non-corrosive to embedded metal and can also replace Lime in the mix, reducing the possibility of lime bloom and efflorescence. Sika Wintermix also benefits from reduced shrinkage, with in turn reduces cracking and crazing.","1871849955","1,5",6.69,"ACTIVE",5,"Building Materials",5.82,"",20
"","Eazymix Halftime Plaster Accelerator","https://dam-assets.apps.travisperkins.group/v4415ej/GPID_1000398905_IMG_00.jpg","Reduce the setting time of all types of finishing plaster by up to 60 minutes.","2331625689","1,36",2.96,"ACTIVE",36,"Building Materials",2.57,"",20
"","Cementone Freeflo Plasticiser 5L","https://dam-assets.apps.travisperkins.group/7qD0e/GPID_1000330043_IMG_00.jpg","Cementone Freeflo Plasticiser is a retarding waterproofer and plasticiser","3478493937","1,2",8.83,"ACTIVE",2,"Building Materials",7.68,"",20
"","Sika Maxmix Cement Colour Red 1L","https://dam-assets.apps.travisperkins.group/o50k9mm/GPID_1000196976_IMG_00.jpeg","Sika MaxMix Colour is a concentrated solution of pigments, suitable for brick laying, paving, renders, grouts and screeds. 1 litre treats up to 400kg of mortar.","6599687154","1,17",16.39,"ACTIVE",17,"Building Materials",14.25,"",20
"","Sika 2 Waterplug Leak Sealing Admixture 5L","https://dam-assets.apps.travisperkins.group/v968200/GPID_1000135387_IMG_00.jpeg","SikaÂ®-2 Water Plug is a ready to use very rapid setting leak stopping liquid which is mixed with ordinary portland cement to produce a paste for immediate leak sealing against high water pressure infiltration.","2718829181","1,1",66.08,"ACTIVE",1,"Building Materials",57.46,"",20
"","Sika 4 Rapid Setting Liquid Admixture 5L","https://dam-assets.apps.travisperkins.group/oe09nmq/GPID_1000135389_IMG_00.jpeg","Sika-4 Rapid Setting is a ready to use liquid for accelerating the set time of concretes and renders where low water pressure or slow water movement exists.","8996800506","1,1",109.15,"ACTIVE",1,"Building Materials",94.91,"",20
"","Setcrete Latex Floor Levelling Compound 20kg T0603E5A","https://dam-assets.apps.travisperkins.group/oz8dm6y/GPID_1000681496_IMG_01.jpg","Setcrete™ Latex is a floor levelling compound for use in light to medium traffic internal areas prior to the installation of new floorcoverings. It is suitable for use over a wide range of absorbent and non-absorbent subfloor types providing they are sound, well adhered, and suitably prepared.","1093224806","1,56",20.56,"ACTIVE",56,"Building Materials",17.88,"",20
"","Setcrete Universal Floor Levelling Compound 20kg T0601E5A","https://dam-assets.apps.travisperkins.group/o8rek51/GPID_1000681521_IMG_00.jpg","An easy to use floor levelling compound – just add water in correct quantity as directed, mixing with a suitable Mixing Paddle and Drill for a minimum of 2 minutes.","4774679764","1,15",16.86,"ACTIVE",15,"Building Materials",14.66,"",20
"","Setcrete Deep Base Floor Levelling Compound 20kg 346361","https://dam-assets.apps.travisperkins.group/vnek101/GPID_1000250949_IMG_00.jpg","A high strength, high performance floor levelling compound that is designed to raise floor levels and to smooth uneven floors in conservatories and extensions.","5633451608","1,74",20.56,"ACTIVE",74,"Building Materials",17.88,"",20
"","TDP 20mm Fibres for Screed and Concrete 900g","https://dam-assets.apps.travisperkins.group/a66DA/GPID_1000335078_IMG_00.jpeg","With TDP Concrete Fibres and Screed Fibres you can achieve a high quality finish with an excellent surface hardness improving resistance to wear and tear.","3738813974","1,17",14.62,"ACTIVE",17,"Building Materials",12.71,"",20
"","Ardex A46 5kg","https://dam-assets.apps.travisperkins.group/odjyQ/GPID_1000791233_IMG_00.png","Multi-Purpose Cementitious Repair Mortar","7422740964","1,17",23.99,"ACTIVE",17,"Building Materials",20.86,"",20
"","Mapei Ultraplan Renovation Screed","https://dam-assets.apps.travisperkins.group/o0nmzn6/GPID_1000267182_IMG_00.jpg","Mapei Ultraplan Renovation Screed","6609645312","1,6",28.70,"ACTIVE",6,"Building Materials",24.96,"",20
"","Mapei Topcem Binder","https://dam-assets.apps.travisperkins.group/Q0VJ0/GPID_1000000011_IMG_00.jpg","Mapei Topcem Binder","3628453673","1,11",22.52,"ACTIVE",11,"Building Materials",19.58,"",20
"","Denso Tape Synthetic Fibre 50mm x 10m","https://dam-assets.apps.travisperkins.group/G2zoJ/GPID_1000702286_IMG_00.jpeg","The original Denso pipe repair tape for protection below ground or underwater against corrosion on pipework, metal surfaces and cables and temporary sealing of fractured mains and cable joints.","5299162287","1,20",14.01,"ACTIVE",20,"Building Materials",12.18,"",20
"","Ka Tanking Slurry Waterproofing Solution Grey 25kg","https://dam-assets.apps.travisperkins.group/6VjGD/GPID_1000435758_IMG_00.jpg","KA Tanking Slurry is the complete crystalline solution to waterproofing masonry and blockwork. Ideal for internal and external use as a waterproof render, it is suitable for use on walls prior to plastering and on floors prior to self-levelling. Designed to function against water penetration in various conditions, it can be used in foundation slabs, tunnels, irrigation channels, bathrooms, kitchens and so on.","9912529731","1,1",60.59,"ACTIVE",1,"Building Materials",52.69,"",20
"","Sika 4A Waterstop Leak Sealing Admixture 5L","https://dam-assets.apps.travisperkins.group/NmPw6/GPID_1000135390_IMG_00.png","Sika 4a Waterstop is a rapid setting, ready to use waterproofing admixture which can be used to produce a paste for leak stopping against high water pressure infiltration when mixed with water and ordinary Portland cement.","9312039588","1,7",79.25,"ACTIVE",7,"Building Materials",68.91,"",20
"","Sika Frosterproofer 1L","https://dam-assets.apps.travisperkins.group/nq6b6/GPID_1000196970_IMG_00.jpg","Sika MaxMix Frostproofer & Accelerator is a liquid admixture for mortars and concrete. It can be used in all situations where reduced setting time is required. For working at temperatures down to -2 degrees. 1 litre treats up to 100kg of cement.","8129904711","1,2",16.39,"ACTIVE",2,"Building Materials",14.25,"",20
"","Sika Maxmix Waterproofer 1L","https://dam-assets.apps.travisperkins.group/XDgr3/GPID_1000196971_IMG_00.jpg","Sika MaxMix Waterproofer is a liquid admixture for pointing, renders and screeds. It can be used in all situations where resistance to water is required such as screeds, renders, pointing and mortars. 1 litre treats up to 250kg of cement.","7382157108","1,5",16.27,"ACTIVE",5,"Building Materials",14.15,"",20
"","Liquid Science CLEAR-A-DRAIN 1 Litre","https://dam-assets.apps.travisperkins.group/V08xR/GPID_1000330147_IMG_00.jpeg","A radical chemical blend containing a sophisticated mixture of alkaline materials and wetting agents to attack varied types of blockages whether caused by hair, grease, fat, oils, etc.. Heavier than water the unique formula holds the active chemicals together, allowing them to sink to the source of the problem with minimum loss of activity.","6342773578","1,10",15.38,"ACTIVE",10,"Building Materials",13.37,"",20
"","Liquid Science Viscosan Toilet Descaler and Cleaner 1 Litre","https://dam-assets.apps.travisperkins.group/Q0p1d/GPID_1000079072_IMG_00.png","A concentrated, perfumed, thick toilet cleaner and descaler which quickly removes scale and organic stains from urinals and bowls and pleasant to use","4274134454","1,7",11.38,"ACTIVE",7,"Building Materials",9.9,"",20
"","Blue Circle Ready to Use Postcrete 20kg","https://dam-assets.apps.travisperkins.group/vnek1g3/GPID_1000388127_IMG_00.png","This Blue Circle ready to use Postcrete is a ready-mix Portland cement with a blend of selected sand, cement and additives formulated for fixing all kinds wooden, concrete and metal posts. It comes in a convenient weatherproof and tear-resistant plastic bag. Easy to use just add to water. Rapid setting (around 5 to 10 minutes), No mixing required. Weatherproof after setting  ","7766194149","1,137",5.92,"ACTIVE",137,"Building Materials",5.15,"",20
"","Blue Circle General Purpose Grey Cement in Paper Bag 25kg","https://dam-assets.apps.travisperkins.group/v448ke0/GPID_1000266989_IMG_00.png","This cement bag from Blue Circle provides a multi-purpose cement suitable for a wide range of standard uses, including concrete, mortar, rendering and screeds. It is compatible with a wide range of admixtures such as air-entraining agents, workability aids and pigments.","9471375686","1,529",7.16,"ACTIVE",529,"Building Materials",6.23,"",20
"","Blue Circle Mastercrete Grey Cement in Plastic Bag 25kg","https://dam-assets.apps.travisperkins.group/o35nk3j/GPID_1000328492_IMG_00.png","Mastercrete contains cement quality improver to give the following benefits compared with ordinary Portland cement: lower water demand, more cohesive mix, less tendency for water to segregate and bleed and enhanced resistance of hardened concrete or mortar to freeze/thaw attack. Mastercrete is also 39% better for the environment. Comes in a convenient weatherproof plastic bag.","6648074039","1,782",8.80,"ACTIVE",782,"Building Materials",7.65,"",20
"","Blue Circle Quality Assured Ready to Use Mortar 20kg","https://dam-assets.apps.travisperkins.group/xgyl91e/GPID_1000388125_IMG_00.png","Pre-mixed and ready to use with the addition of clean water, M4 (designation III) 1:1:6 cement:hydrated lime:sand mortar. Comprising specially graded sand, lime and admixtures this Blue Circle mortar offers convenience, with no compromise in performance or quality. Weather resistant and durable, this mortar is suitable for most general brick and block applications. Also ideal for pointing or gable ends. The mix is highly workable and cohesive, with a long board life.","9436663953","1,45",12.91,"ACTIVE",45,"Building Materials",11.23,"",20
"","Blue Circle Hydralime Hydrated Lime 25kg","https://dam-assets.apps.travisperkins.group/xp8kqmm/GPID_1000328453_IMG_00.png","Hydralime may be used with Procem, Mastercrete, General Purpose Cement, Snowcrete and Sulfacrete. Hydralime improves the cohesion, workability, plasticity and long term durability of Mortars and Renders when used. Note that as Hydralime is non-hydraulic, it is not suitable for use in mortars and renders without a Portland cement.","2922084365","1,53",22.59,"ACTIVE",53,"Building Materials",19.64,"",20
"","Blue Circle Snowcrete White Cement 25kg","https://dam-assets.apps.travisperkins.group/xlmk1ed/GPID_1000076801_IMG_00.png","Snowcrete is a white cement and is used for architectural uses, providing attractive and durable concrete, rendering and mortar. Uses include cast stone, architectural precast concrete, paving slabs, street furniture and terrazzo. Snowcrete on the UK Mainland is a High Strength CEM I 52,5R. Note to produce a white finish you must also use a white sand and/or aggregate","9067317857","1,69",23.57,"ACTIVE",69,"Building Materials",20.5,"",20
"","Cementone Rapid Set Cement 5kg","https://dam-assets.apps.travisperkins.group/laYyw/GPID_1000267003_IMG_00.jpg","A mix in the bucket rapid setting cement mix","9540503402","1,4",10.93,"ACTIVE",4,"Building Materials",9.5,"",20
"","Cementone Rapid Set Cement 2.5kg","https://dam-assets.apps.travisperkins.group/oj05jg9/GPID_1000267002_IMG_00.jpg","Bostik Rapid Setting Cement is a versatile product that is ideal for a variety of interior and exterior installation, repair, and maintenance projects. It is particularly well-suited for the installation of sanitary fittings, drainage systems, and the upkeep of concrete floors, paths, and steps. ","6825328500","1,11",6.67,"ACTIVE",11,"Building Materials",5.8,"",20
"","Buildgo Ready Mixed Neutral Colour Fire Cement Neutral 1kg","https://dam-assets.apps.travisperkins.group/nqwJQ/GPID_1000293987_IMG_00.jpeg","Fire cement of putty like consistency, odourless with excellent storage life. There is no better product for forming smoke tight, fume seals in fireplaces, stoves, cookers etc","1406259568","1,3",2.60,"ACTIVE",3,"Building Materials",2.26,"",20
"","Blue Circle High Strength (40N) Ready to Use Concrete 20kg","https://dam-assets.apps.travisperkins.group/v448k50/GPID_1000427507_IMG_00.png","High Strength Concrete (40N) is a strong, hard-wearing blend of cement, sand and 10mm coarse aggregate. It is suitable for jobs such as concrete bases, drives, paths, footings and foundations, as well as other high strength applications.","1790755686","1,345",10.07,"ACTIVE",345,"Building Materials",8.76,"",20
"","Prosolve 25 Litre Water Container","https://dam-assets.apps.travisperkins.group/o501yld/GPID_1100575097_IMG_00.jpg","Prosolve 25 Litre Plastic Water Container with cap","5151833628","1,3",13.59,"ACTIVE",3,"Gardens & Landscaping",11.82,"",20
"","200L Garden Lake Water Butt","https://dam-assets.apps.travisperkins.group/xp8k9n5/GPID_1100976807_IMG_00.jpg","The Best Selling 200L Garden Lake Water Butt (stand not included). This product is popular for a reason. Its stylish, qwerky, wood banding effect is perfect to feature in any garden. If you are looking for something with a little more character, then you are looking at the one for you! Key Infomation: Made from recycled plastic;  Durable in all weathers; Comes with a child-safe lockable lid; Designed to suit any garden; Includes a tap; Manufactured with the highest quality material.","1696769722","1,1",54.61,"ACTIVE",1,"Gardens & Landscaping",47.49,"",20
"","Buildgo Contractors Hose Pipe 1/2in x 50m","https://dam-assets.apps.travisperkins.group/pzzXD/GPID_1000203442_IMG_00.jpg","PVC hose with polyester yarn reinforcement for kink resistance. Easy clean surface. Minimum wall thickness 2mm","8857352920","1,2",49.16,"ACTIVE",2,"Gardens & Landscaping",42.75,"",20
"","Buildgo Round Head Sprayer 8 options","https://dam-assets.apps.travisperkins.group/v1640dg/GPID_1000337301_IMG_00.jpg","The Spray nozzle suits a variety of gardening needs with 8 different watering patterns. It features a comfortable rear trigger control with trigger lock, soft comfort grip and flow control.","9671279435","1,3",8.03,"ACTIVE",3,"Gardens & Landscaping",6.98,"",20
"","Buildgo LQ32M 1/2in Hose Repair 140x35x80mm","https://dam-assets.apps.travisperkins.group/xlm40qg/GPID_1000337294_IMG_00.jpeg","Practical connector for linking two 1/2 inch hoses together or repairing a damaged hose.","6565293723","1,6",3.43,"ACTIVE",6,"Gardens & Landscaping",2.98,"",20
"","Buildgo Contractors Hose Pipe 1/2in x 30m","https://dam-assets.apps.travisperkins.group/146kE/GPID_1000203441_IMG_00.jpg","PVC hose with polyester yarn reinforcement for kink resistance. Easy clean surface. Minimum wall thickness 2mm","7979184762","1,3",32.19,"ACTIVE",3,"Gardens & Landscaping",27.99,"",20
"","Buildgo LQ42SM Water Stop Hose Connector 140x31x79mm","https://dam-assets.apps.travisperkins.group/v6wnp8w/GPID_1000337295_IMG_00.jpeg","Compatible with most 'click fit' watering systems.","2028325968","1,11",4.83,"ACTIVE",11,"Gardens & Landscaping",4.2,"",20
"","Buildgo LQ01M 1/2in-3/4in Tap Connector 140x35x80mm","https://dam-assets.apps.travisperkins.group/o50ywg4/GPID_1000337299_IMG_00.jpeg","1/2in-3/4in connector for rapid tap connection.","3750420364","1,7",3.01,"ACTIVE",7,"Gardens & Landscaping",2.62,"",20
"","Buildgo Heavy Duty Landscape Fabric 2m x 25m","https://dam-assets.apps.travisperkins.group/V0XmR/GPID_1000797627_IMG_00.jpg","The Buildgo Heavy Duty Landscape Fabric is ideal for garden landscaping when used under chipped barks, flower beds, organic mulches or decorative gravel. Suitable for heavy duty applications, including pathways and landscaping, this fabric is helpful in suppressing and controlling weeds.","3731632600","1,6",22.18,"ACTIVE",6,"Gardens & Landscaping",19.29,"",20
"","Buildgo Weed Control Landscaping Fabric 1m x 20m","https://dam-assets.apps.travisperkins.group/oq4k91p/GPID_1000797626_IMG_00.jpg","The Buildgo Weed Control Landscape Fabric is ideal for garden landscaping when used under chipped barks, flower beds, organic mulches or decorative gravel. Suitable for heavy duty applications, including pathways and landscaping, this fabric is helpful in suppressing and controlling weeds.","6376364167","1,3",17.70,"ACTIVE",3,"Gardens & Landscaping",15.39,"",20
"","Buildgo Weed Control Landscape Fabric 2m x 25m","https://dam-assets.apps.travisperkins.group/ymGY4/GPID_1000797695_IMG_00.jpg","The Buildgo Weed Control Landscape Fabric is ideal for garden landscaping when used under chipped barks, flower beds, organic mulches or decorative gravel. Suitable for heavy duty applications, including pathways and landscaping, this fabric is helpful in suppressing and controlling weeds.","4738426174","1,1",46.83,"ACTIVE",1,"Gardens & Landscaping",40.72,"",20
